0,1,2
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.015079365,-0.015079365
0.0,0.015079365,-0.015079365
0.0,0.103968255,-0.103968255
0.0,0.103968255,-0.103968255
0.0,0.387301587,-0.387301587
0.0,0.387301587,-0.387301587
0.0,0.724603176,-0.724603176
0.0,0.724603176,-0.724603176
0.0,0.982539684,-0.982539684
0.0,0.982539684,-0.982539684
0.0,1.146031746,-1.146031746
0.0,1.146031746,-1.146031746
0.0,1.245238095,-1.245238095
0.0,1.245238095,-1.245238095
0.0,0.972222222,-0.972222222
0.0,0.972222222,-0.972222222
0.0,0.897619047,-0.897619047
0.0,0.897619047,-0.897619047
0.0,0.793650795,-0.793650795
0.0,0.793650795,-0.793650795
0.0,0.897619047,-0.897619047
0.0,0.897619047,-0.897619047
0.0,0.634920636,-0.634920636
0.0,0.634920636,-0.634920636
0.0,0.327777777,-0.327777777
0.0,0.327777777,-0.327777777
0.0,0.034920636,-0.034920636
0.0,0.034920636,-0.034920636
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.010317459,-0.010317459
0.0,0.010317459,-0.010317459
0.0,0.054761904,-0.054761904
0.0,0.054761904,-0.054761904
0.0,0.163492062,-0.163492062
0.0,0.163492062,-0.163492062
0.0,0.228571428,-0.228571428
0.0,0.228571428,-0.228571428
0.0,0.347619048,-0.347619048
0.0,0.347619048,-0.347619048
0.0,0.466666668,-0.466666668
0.0,0.466666668,-0.466666668
0.0,0.669841269,-0.669841269
0.0,0.669841269,-0.669841269
0.0,0.694444443,-0.694444443
0.0,0.694444443,-0.694444443
0.0,0.80873016,-0.80873016
0.0,0.80873016,-0.80873016
0.0,0.352380951,-0.352380951
0.0,0.352380951,-0.352380951
0.0,0.322222221,-0.322222221
0.0,0.322222221,-0.322222221
0.0,0.114285714,-0.114285714
0.0,0.114285714,-0.114285714
0.0,0.039682539,-0.039682539
0.0,0.039682539,-0.039682539
0.0,0.015079365,-0.015079365
0.0,0.015079365,-0.015079365
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.004761906,-0.004761906
0.0,0.004761906,-0.004761906
0.0,0.123809523,-0.123809523
0.0,0.123809523,-0.123809523
0.0,0.292857144,-0.292857144
0.0,0.292857144,-0.292857144
0.0,0.466666668,-0.466666668
0.0,0.466666668,-0.466666668
0.0,0.625396824,-0.625396824
0.0,0.625396824,-0.625396824
0.0,0.699206349,-0.699206349
0.0,0.699206349,-0.699206349
0.0,0.431746032,-0.431746032
0.0,0.431746032,-0.431746032
0.0,0.684920634,-0.684920634
0.0,0.684920634,-0.684920634
0.0,1.046825397,-1.046825397
0.0,1.046825397,-1.046825397
0.0,0.738888888,-0.738888888
0.0,0.738888888,-0.738888888
0.0,0.932539683,-0.932539683
0.0,0.932539683,-0.932539683
0.0,0.65952381,-0.65952381
0.0,0.65952381,-0.65952381
0.0,0.332539683,-0.332539683
0.0,0.332539683,-0.332539683
0.0,0.03015873,-0.03015873
0.0,0.03015873,-0.03015873
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.004761906,-0.004761906
0.0,0.004761906,-0.004761906
0.0,0.079365078,-0.079365078
0.0,0.079365078,-0.079365078
0.0,0.396825396,-0.396825396
0.0,0.396825396,-0.396825396
0.0,0.734126985,-0.734126985
0.0,0.734126985,-0.734126985
0.0,1.007142858,-1.007142858
0.0,1.007142858,-1.007142858
0.0,1.180952382,-1.180952382
0.0,1.180952382,-1.180952382
0.0,1.280158731,-1.280158731
0.0,1.280158731,-1.280158731
0.0,1.299999999,-1.299999999
0.0,1.299999999,-1.299999999
0.0,1.265079366,-1.265079366
0.0,1.265079366,-1.265079366
0.0,1.150793652,-1.150793652
0.0,1.150793652,-1.150793652
0.0,0.947619048,-0.947619048
0.0,0.947619048,-0.947619048
0.0,0.665079366,-0.665079366
0.0,0.665079366,-0.665079366
0.0,0.337301586,-0.337301586
0.0,0.337301586,-0.337301586
0.0,0.03015873,-0.03015873
0.0,0.03015873,-0.03015873
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.004761906,-0.004761906
0.0,0.004761906,-0.004761906
0.0,0.079365078,-0.079365078
0.0,0.079365078,-0.079365078
0.0,0.401587302,-0.401587302
0.0,0.401587302,-0.401587302
0.0,0.74920635,-0.74920635
0.0,0.74920635,-0.74920635
0.0,1.031746032,-1.031746032
0.0,1.031746032,-1.031746032
0.0,1.190476191,-1.190476191
0.0,1.190476191,-1.190476191
0.0,1.284920634,-1.284920634
0.0,1.284920634,-1.284920634
0.0,1.309523811,-1.309523811
0.0,1.309523811,-1.309523811
0.0,1.26031746,-1.26031746
0.0,1.26031746,-1.26031746
0.0,1.14126984,-1.14126984
0.0,1.14126984,-1.14126984
0.0,0.937301586,-0.937301586
0.0,0.937301586,-0.937301586
0.0,0.669841269,-0.669841269
0.0,0.669841269,-0.669841269
0.0,0.342063492,-0.342063492
0.0,0.342063492,-0.342063492
0.0,0.024603174,-0.024603174
0.0,0.024603174,-0.024603174
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.010317459,-0.010317459
0.0,0.010317459,-0.010317459
0.0,0.084126984,-0.084126984
0.0,0.084126984,-0.084126984
0.0,0.277777779,-0.277777779
0.0,0.277777779,-0.277777779
0.0,0.704761905,-0.704761905
0.0,0.704761905,-0.704761905
0.0,0.857936508,-0.857936508
0.0,0.857936508,-0.857936508
0.0,1.17063492,-1.17063492
0.0,1.17063492,-1.17063492
0.0,1.269841269,-1.269841269
