0,1,2
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0307366011,-0.0307366011
0.0,0.0307366011,-0.0307366011
0.0,0.6189662547,-0.6189662547
0.0,0.6189662547,-0.6189662547
0.0,1.1685200855,-1.1685200855
0.0,1.1685200855,-1.1685200855
0.0,1.693404766,-1.693404766
0.0,1.693404766,-1.693404766
0.0,2.0875394044,-2.0875394044
0.0,2.0875394044,-2.0875394044
0.0,2.3191046907,-2.3191046907
0.0,2.3191046907,-2.3191046907
0.0,2.4386457284,-2.4386457284
0.0,2.4386457284,-2.4386457284
0.0,2.4256268737,-2.4256268737
0.0,2.4256268737,-2.4256268737
0.0,2.2753304074,-2.2753304074
0.0,2.2753304074,-2.2753304074
0.0,2.0012291804,-2.0012291804
0.0,2.0012291804,-2.0012291804
0.0,1.5841849707,-1.5841849707
0.0,1.5841849707,-1.5841849707
0.0,1.0793645065,-1.0793645065
0.0,1.0793645065,-1.0793645065
0.0,0.5339930144,-0.5339930144
0.0,0.5339930144,-0.5339930144
0.0,0.1131479351,-0.1131479351
0.0,0.1131479351,-0.1131479351
0.0,0.0415935312,-0.0415935312
0.0,0.0415935312,-0.0415935312
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0092737114,-0.0092737114
0.0,0.0092737114,-0.0092737114
0.0,0.5180889127,-0.5180889127
0.0,0.5180889127,-0.5180889127
0.0,0.8658905654,-0.8658905654
0.0,0.8658905654,-0.8658905654
0.0,1.3252218589,-1.3252218589
0.0,1.3252218589,-1.3252218589
0.0,2.0280027166,-2.0280027166
0.0,2.0280027166,-2.0280027166
0.0,2.3729880258,-2.3729880258
0.0,2.3729880258,-2.3729880258
0.0,2.4745912285,-2.4745912285
0.0,2.4745912285,-2.4745912285
0.0,2.4403169804,-2.4403169804
0.0,2.4403169804,-2.4403169804
0.0,2.285245561,-2.285245561
0.0,2.285245561,-2.285245561
0.0,2.0072603465,-2.0072603465
0.0,2.0072603465,-2.0072603465
0.0,1.599968629,-1.599968629
0.0,1.599968629,-1.599968629
0.0,1.0965463965,-1.0965463965
0.0,1.0965463965,-1.0965463965
0.0,0.552225627,-0.552225627
0.0,0.552225627,-0.552225627
0.0,0.1266350046,-0.1266350046
0.0,0.1266350046,-0.1266350046
0.0,0.0436688294,-0.0436688294
0.0,0.0436688294,-0.0436688294
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0380127916,-0.0380127916
0.0,0.0380127916,-0.0380127916
0.0,0.6193480543,-0.6193480543
0.0,0.6193480543,-0.6193480543
0.0,1.1911364517,-1.1911364517
0.0,1.1911364517,-1.1911364517
0.0,1.698039001,-1.698039001
0.0,1.698039001,-1.698039001
0.0,2.1217614992,-2.1217614992
0.0,2.1217614992,-2.1217614992
0.0,2.3766795565,-2.3766795565
0.0,2.3766795565,-2.3766795565
0.0,2.4846683924,-2.4846683924
0.0,2.4846683924,-2.4846683924
0.0,2.4548781301,-2.4548781301
0.0,2.4548781301,-2.4548781301
0.0,2.3043949176,-2.3043949176
0.0,2.3043949176,-2.3043949176
0.0,2.0175110864,-2.0175110864
0.0,2.0175110864,-2.0175110864
0.0,1.6094697884,-1.6094697884
0.0,1.6094697884,-1.6094697884
0.0,1.0981509058,-1.0981509058
0.0,1.0981509058,-1.0981509058
0.0,0.5539625292,-0.5539625292
0.0,0.5539625292,-0.5539625292
0.0,0.120324538,-0.120324538
0.0,0.120324538,-0.120324538
0.0,0.0438174264,-0.0438174264
0.0,0.0438174264,-0.0438174264
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0327571587,-0.0327571587
0.0,0.0327571587,-0.0327571587
0.0,0.5976314542,-0.5976314542
0.0,0.5976314542,-0.5976314542
0.0,1.1508595373,-1.1508595373
0.0,1.1508595373,-1.1508595373
0.0,1.6653921415,-1.6653921415
0.0,1.6653921415,-1.6653921415
0.0,2.0912402172,-2.0912402172
0.0,2.0912402172,-2.0912402172
0.0,2.3365007946,-2.3365007946
0.0,2.3365007946,-2.3365007946
0.0,2.4309008839,-2.4309008839
0.0,2.4309008839,-2.4309008839
0.0,2.3887290162,-2.3887290162
0.0,2.3887290162,-2.3887290162
0.0,2.1139551781,-2.1139551781
0.0,2.1139551781,-2.1139551781
0.0,1.479600174,-1.479600174
0.0,1.479600174,-1.479600174
0.0,1.0344250174,-1.0344250174
0.0,1.0344250174,-1.0344250174
0.0,0.866365486,-0.866365486
0.0,0.866365486,-0.866365486
0.0,0.5273279478,-0.5273279478
0.0,0.5273279478,-0.5273279478
0.0,0.2071675563,-0.2071675563
0.0,0.2071675563,-0.2071675563
0.0,0.0395568986,-0.0395568986
0.0,0.0395568986,-0.0395568986
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0373918555,-0.0373918555
0.0,0.0373918555,-0.0373918555
0.0,0.1173931073,-0.1173931073
0.0,0.1173931073,-0.1173931073
0.0,0.1946408587,-0.1946408587
0.0,0.1946408587,-0.1946408587
0.0,0.2733242288,-0.2733242288
0.0,0.2733242288,-0.2733242288
0.0,0.3775771576,-0.3775771576
0.0,0.3775771576,-0.3775771576
0.0,0.6130150501,-0.6130150501
0.0,0.6130150501,-0.6130150501
0.0,0.9275667319,-0.9275667319
0.0,0.9275667319,-0.9275667319
0.0,1.0330844141,-1.0330844141
0.0,1.0330844141,-1.0330844141
0.0,1.160428187,-1.160428187
0.0,1.160428187,-1.160428187
0.0,1.181106092,-1.181106092
0.0,1.181106092,-1.181106092
0.0,1.1629119162,-1.1629119162
0.0,1.1629119162,-1.1629119162
0.0,0.8722321303,-0.8722321303
0.0,0.8722321303,-0.8722321303
0.0,0.4599181689,-0.4599181689
0.0,0.4599181689,-0.4599181689
0.0,0.177313518,-0.177313518
0.0,0.177313518,-0.177313518
0.0,0.0426395735,-0.0426395735
0.0,0.0426395735,-0.0426395735
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
