Year,Month,Day,Hour,Min,Temp,ghi,dni,dhi,WS
1991,3,20,11,30,24.4,479,96,401,2.1
1991,3,20,12,30,25.2,493,94,415,2.6
1991,3,20,13,30,25.2,479,97,401,3.1
1991,3,20,14,30,25.6,431,102,358,3.1
1991,3,20,15,30,24.5,345,94,290,2.9
1991,3,20,16,30,24,225,64,198,2.3
1991,3,20,17,30,23.3,97,27,91,1
1991,3,20,18,30,23.2,10,6,10,0.8
1991,3,20,19,30,23,0,0,0,0.2
1991,3,20,20,30,22.7,0,0,0,1
1991,3,20,21,30,22.7,0,0,0,0
1991,3,20,22,30,22.4,0,0,0,0
1991,3,20,23,30,22.1,0,0,0,0
1991,3,21,0,30,21.6,0,0,0,0
1991,3,21,1,30,21,0,0,0,2.2
1991,3,21,2,30,20.4,0,0,0,3.1
1991,3,21,3,30,19.9,0,0,0,2.7
1991,3,21,4,30,19.5,0,0,0,2.6
1991,3,21,5,30,19.4,0,0,0,2.1
1991,3,21,6,30,19.6,12,6,11,2
1991,3,21,7,30,20.2,117,68,101,1.7
1991,3,21,8,30,21,271,164,202,1.5
1991,3,21,9,30,22.1,412,230,277,1.5
1991,3,21,10,30,23.1,509,236,340,1.7
1991,3,21,11,30,23.9,560,217,386,2.1
1991,3,21,12,30,24.3,574,207,403,2.1
1991,3,21,13,30,24.3,560,218,385,2.2
1991,3,21,14,30,24.2,509,238,338,2.1
1991,3,21,15,30,23.5,412,233,275,1.7
1991,3,21,16,30,22.8,271,168,200,0
1991,3,21,17,30,21.7,117,70,101,0
1991,3,21,18,30,21.5,12,6,11,0
1991,3,21,19,30,21.1,0,0,0,0
1991,3,21,20,30,21.4,0,0,0,0
1991,3,21,21,30,20.9,0,0,0,0
1991,3,21,22,30,20.8,0,0,0,0
1991,3,21,23,30,20.3,0,0,0,0
1991,3,22,0,30,20.6,0,0,0,0
1991,3,22,1,30,20.1,0,0,0,0
1991,3,22,2,30,19.6,0,0,0,0
1991,3,22,3,30,18.8,0,0,0,0
1991,3,22,4,30,18.4,0,0,0,0.7
1991,3,22,5,30,18.6,0,0,0,0.5
1991,3,22,6,30,18.7,18,5,12,1.3
1991,3,22,7,30,19.6,178,348,67,1.8
1991,3,22,8,30,20.6,409,836,64,4.1
1991,3,22,9,30,22.5,612,936,67,3.5
1991,3,22,10,30,24,741,911,91,4.7
1991,3,22,11,30,25.2,801,848,126,4.1
1991,3,22,12,30,26.1,817,817,143,7.3
1991,3,22,13,30,26.3,801,849,125,8.5
1991,3,22,14,30,26.2,741,913,90,10.3
1991,3,22,15,30,25,612,938,66,9.9
1991,3,22,16,30,23.6,409,839,63,10.1
1991,3,22,17,30,22.1,178,351,65,10.8
1991,3,22,18,30,20.6,18,5,11,9.5
1991,3,22,19,30,19.3,0,0,0,9
1991,3,22,20,30,18,0,0,0,6.2
1991,3,22,21,30,17.5,0,0,0,7.7
1991,3,22,22,30,16.9,0,0,0,7.2
1991,3,22,23,30,16.6,0,0,0,8.8
1991,3,23,0,30,16.2,0,0,0,6.4
1991,3,23,1,30,15.9,0,0,0,6.1
1991,3,23,2,30,16.1,0,0,0,5.1
1991,3,23,3,30,15.5,0,0,0,5.5
1991,3,23,4,30,15.7,0,0,0,5.1
1991,3,23,5,30,15.9,0,0,0,4.6
1991,3,23,6,30,17.1,16,4,11,4.4
1991,3,23,7,30,18.3,166,300,75,4
1991,3,23,8,30,19.4,387,748,81,3.6
1991,3,23,9,30,21.2,582,856,87,3.3
1991,3,23,10,30,22.5,707,833,116,3.1
1991,3,23,11,30,24,766,771,155,3.6
1991,3,23,12,30,23.9,782,740,174,2.9
1991,3,23,13,30,23.9,766,772,155,2.9
1991,3,23,14,30,23.4,707,835,115,2.1
1991,3,23,15,30,22.8,582,858,85,2.9
1991,3,23,16,30,21.9,387,752,79,2.8
1991,3,23,17,30,20.8,166,303,73,3.1
1991,3,23,18,30,20.4,16,4,11,2.6
1991,3,23,19,30,19.9,0,0,0,2.4
1991,3,23,20,30,19.6,0,0,0,2.1
1991,3,23,21,30,19.4,0,0,0,1.7
1991,3,23,22,30,19.2,0,0,0,1.4
1991,3,23,23,30,19.3,0,0,0,1
1991,3,24,0,30,18.3,0,0,0,0.7
1991,3,24,1,30,17.4,0,0,0,0
1991,3,24,2,30,16.5,0,0,0,0
1991,3,24,3,30,15.8,0,0,0,0
1991,3,24,4,30,15.5,0,0,0,0.2
1991,3,24,5,30,15.2,0,0,0,1
1991,3,24,6,30,16.3,15,4,9,1.1
1991,3,24,7,30,17.5,159,276,77,1.7
1991,3,24,8,30,19.5,375,703,89,2.1
1991,3,24,9,30,20.5,566,815,97,2.9
1991,3,24,10,30,21.9,689,794,129,3.3
1991,3,24,11,30,22.5,747,732,170,3.1
1991,3,24,12,30,23.3,763,702,190,3.3
1991,3,24,13,30,23.3,747,733,169,2.9
1991,3,24,14,30,22.9,689,796,127,3.1
1991,3,24,15,30,21.9,566,818,96,1.7
1991,3,24,16,30,21,375,708,87,0
1991,3,24,17,30,19.9,159,279,76,0
1991,3,24,18,30,19.4,15,4,9,0
1991,3,24,19,30,19,0,0,0,0
1991,3,24,20,30,19,0,0,0,0
1991,3,24,21,30,18.6,0,0,0,0
1991,3,24,22,30,18.4,0,0,0,0
1991,3,24,23,30,17.9,0,0,0,0
1991,3,25,0,30,17.7,0,0,0,0
1991,3,25,1,30,17.1,0,0,0,0
1991,3,25,2,30,16.6,0,0,0,0
1991,3,25,3,30,15.8,0,0,0,0
1991,3,25,4,30,15.6,0,0,0,0
1991,3,25,5,30,15.7,0,0,0,0
1991,3,25,6,30,16.7,15,3,8,0
1991,3,25,7,30,17.9,162,310,69,0.9
1991,3,25,8,30,19.8,385,777,73,2.1
1991,3,25,9,30,21,583,886,77,1.9
1991,3,25,10,30,22.3,710,863,104,2.6
1991,3,25,11,30,23,769,800,141,2.6
1991,3,25,12,30,23.6,785,769,160,3.5
1991,3,25,13,30,23.5,769,801,141,3.6
1991,3,25,14,30,22.7,710,865,103,3.6
1991,3,25,15,30,22.1,583,888,76,3
1991,3,25,16,30,21.3,385,781,71,2.3
1991,3,25,17,30,21.1,162,313,68,1.5
1991,3,25,18,30,20.1,15,3,8,0.8
1991,3,25,19,30,19.8,0,0,0,0
1991,3,25,20,30,19.5,0,0,0,0
1991,3,25,21,30,19.5,0,0,0,0
1991,3,25,22,30,19.1,0,0,0,0
1991,3,25,23,30,17.9,0,0,0,0
1991,3,26,0,30,17.6,0,0,0,0
1991,3,26,1,30,16.7,0,0,0,0
1991,3,26,2,30,16.5,0,0,0,0
1991,3,26,3,30,15.1,0,0,0,0
1991,3,26,4,30,14.9,0,0,0,0
1991,3,26,5,30,15.2,0,0,0,0
1991,3,26,6,30,16.6,14,3,7,0
1991,3,26,7,30,18.4,162,325,65,0
1991,3,26,8,30,19.8,388,811,65,0
1991,3,26,9,30,22.9,589,918,69,0
1991,3,26,10,30,25,717,895,93,0.3
1991,3,26,11,30,27.9,777,832,128,0.5
1991,3,26,12,30,27.6,793,801,145,2.3
1991,3,26,13,30,27.8,777,833,127,3.3
1991,3,26,14,30,26.6,717,897,92,4.6
1991,3,26,15,30,26.5,589,920,67,4.6
1991,3,26,16,30,25.3,388,815,64,4.5
1991,3,26,17,30,24.1,162,328,63,4.1
1991,3,26,18,30,23.3,14,3,7,3
1991,3,26,19,30,22.7,0,0,0,0
1991,3,26,20,30,23.1,0,0,0,0
1991,3,26,21,30,22.3,0,0,0,0
1991,3,26,22,30,22.3,0,0,0,0
1991,3,26,23,30,21.6,0,0,0,0
1991,3,27,0,30,21.8,0,0,0,0
1991,3,27,1,30,21.2,0,0,0,0
1991,3,27,2,30,20.5,0,0,0,0
1991,3,27,3,30,19.8,0,0,0,0
1991,3,27,4,30,19.3,0,0,0,3
1991,3,27,5,30,19.6,0,0,0,3.6
1991,3,27,6,30,19.5,13,3,6,4
1991,3,27,7,30,20.3,167,373,54,4
1991,3,27,8,30,20.8,404,907,48,5.1
1991,3,27,9,30,22.5,614,1006,48,3.6
1991,3,27,10,30,23.6,748,981,67,3.3
1991,3,27,11,30,25,809,919,96,1.5
1991,3,27,12,30,24.8,825,888,111,2.9
1991,3,27,13,30,24.8,809,920,96,2.9
1991,3,27,14,30,23.7,748,983,67,3.6
1991,3,27,15,30,23.5,614,1007,48,2.7
1991,3,27,16,30,22.6,404,910,47,2.6
1991,3,27,17,30,22.1,167,376,52,2.6
1991,3,27,18,30,21,13,3,6,1.8
1991,3,27,19,30,20.6,0,0,0,0
1991,3,27,20,30,20.2,0,0,0,0
1991,3,27,21,30,20,0,0,0,0
1991,3,27,22,30,19.7,0,0,0,0
1991,3,27,23,30,19.1,0,0,0,0
1991,3,28,0,30,18.5,0,0,0,0
1991,3,28,1,30,17.8,0,0,0,0
1991,3,28,2,30,17.6,0,0,0,0
1991,3,28,3,30,16.8,0,0,0,0
1991,3,28,4,30,16.8,0,0,0,0
1991,3,28,5,30,17,0,0,0,0
1991,3,28,6,30,18.3,11,2,6,0
1991,3,28,7,30,19.6,153,310,64,0
1991,3,28,8,30,21.1,377,794,67,0
1991,3,28,9,30,22.7,576,904,71,0
1991,3,28,10,30,24,704,882,96,2.5
1991,3,28,11,30,25.2,764,819,131,4.1
1991,3,28,12,30,25.4,779,788,149,4.3
1991,3,28,13,30,25.4,764,820,130,5.1
1991,3,28,14,30,25.1,704,884,94,5.7
1991,3,28,15,30,24.5,576,907,69,5.8
1991,3,28,16,30,23.9,377,798,66,5.8
1991,3,28,17,30,23.1,153,313,63,4.6
1991,3,28,18,30,22.9,11,2,6,4.8
1991,3,28,19,30,22.6,0,0,0,4
1991,3,28,20,30,22.6,0,0,0,4.1
1991,3,28,21,30,22,0,0,0,2.3
1991,3,28,22,30,21.6,0,0,0,0
1991,3,28,23,30,20.8,0,0,0,0
1991,3,29,0,30,20.1,0,0,0,0
1991,3,29,1,30,19.3,0,0,0,0
1991,3,29,2,30,18.8,0,0,0,0
1991,3,29,3,30,18,0,0,0,0
1991,3,29,4,30,17.9,0,0,0,0
1991,3,29,5,30,17.7,0,0,0,0
1991,3,29,6,30,19.1,9,2,6,0
1991,3,29,7,30,20.4,139,242,74,0
1991,3,29,8,30,22.3,347,656,94,0
1991,3,29,9,30,23.2,534,777,103,0
1991,3,29,10,30,24.4,656,759,136,3.5
1991,3,29,11,30,25.3,714,698,178,5.1
1991,3,29,12,30,25.4,730,668,198,5.2
1991,3,29,13,30,25.2,714,699,177,5.7
1991,3,29,14,30,24,656,762,134,6.2
1991,3,29,15,30,23.9,534,780,102,6
1991,3,29,16,30,23.2,347,661,92,6
1991,3,29,17,30,23.1,139,245,73,5.7
1991,3,29,18,30,22.3,9,2,6,6
1991,3,29,19,30,22.2,0,0,0,5.9
1991,3,29,20,30,22.6,0,0,0,5.7
1991,3,29,21,30,22.7,0,0,0,5.7
1991,3,29,22,30,22.9,0,0,0,5.5
1991,3,29,23,30,22.3,0,0,0,5.1
1991,3,30,0,30,22.8,0,0,0,4.6
1991,3,30,1,30,22.4,0,0,0,3.8
1991,3,30,2,30,22.2,0,0,0,3.6
1991,3,30,3,30,21.2,0,0,0,2.1
1991,3,30,4,30,20.5,0,0,0,0
1991,3,30,5,30,19.8,0,0,0,0
1991,3,30,6,30,19.4,1,0,1,0
1991,3,30,7,30,19.2,14,0,14,1.4
1991,3,30,8,30,19.2,46,1,46,2.6
1991,3,30,9,30,19.4,91,1,90,2.4
1991,3,30,10,30,19.6,138,2,136,2.7
1991,3,30,11,30,19.8,173,2,172,3.1
1991,3,30,12,30,19.7,187,3,185,2.5
1991,3,30,13,30,19.6,173,2,172,0
1991,3,30,14,30,19.1,138,2,136,0
1991,3,30,15,30,19,91,1,90,0
1991,3,30,16,30,18.7,46,1,46,0
1991,3,30,17,30,18.8,14,0,14,0
1991,3,30,18,30,18.5,1,0,1,0
1991,3,30,19,30,18.5,0,0,0,0
1991,3,30,20,30,18.6,0,0,0,0
1991,3,30,21,30,18.7,0,0,0,0
1991,3,30,22,30,18.6,0,0,0,2.3
1991,3,30,23,30,18.1,0,0,0,3.1
1991,3,31,0,30,17.8,0,0,0,3.3
1991,3,31,1,30,17.4,0,0,0,2.9
1991,3,31,2,30,17,0,0,0,2.1
1991,3,31,3,30,16.6,0,0,0,1.2
1991,3,31,4,30,16.4,0,0,0,0
1991,3,31,5,30,16.4,0,0,0,0
1991,3,31,6,30,17.2,7,2,5,0
1991,3,31,7,30,18.3,123,176,79,0
1991,3,31,8,30,20,315,508,122,0
1991,3,31,9,30,21.4,489,634,143,0
1991,3,31,10,30,23.2,605,624,183,2.2
1991,3,31,11,30,24.6,661,568,230,2.6
1991,3,31,12,30,26,677,541,250,3.8
1991,3,31,13,30,26.8,661,570,229,4.2
1991,3,31,14,30,27,605,626,181,5.1
1991,3,31,15,30,26.8,489,638,140,4.1
1991,3,31,16,30,26.2,315,513,120,3.8
1991,3,31,17,30,25.6,123,179,78,3.1
1991,3,31,18,30,24.5,7,2,5,3.3
1991,3,31,19,30,23.7,0,0,0,3.3
1991,3,31,20,30,22.7,0,0,0,3.1
1991,3,31,21,30,22.2,0,0,0,3.4
1991,3,31,22,30,21.6,0,0,0,3.5
1991,3,31,23,30,21.2,0,0,0,3.6
1991,4,1,0,30,20.5,0,0,0,2.8
1991,4,1,1,30,19.9,0,0,0,2.5
1991,4,1,2,30,19.7,0,0,0,2.6
1991,4,1,3,30,19.1,0,0,0,2.3
1991,4,1,4,30,19.1,0,0,0,2.5
1991,4,1,5,30,19.1,0,0,0,2.1
1991,4,1,6,30,20.4,7,2,4,3.9
1991,4,1,7,30,21.7,141,307,58,5
1991,4,1,8,30,23.8,363,806,61,6.7
1991,4,1,9,30,25.1,563,921,64,7.6
1991,4,1,10,30,26.7,693,900,87,8.7
1991,4,1,11,30,27.8,753,837,121,9.8
1991,4,1,12,30,29,768,805,137,9.7
1991,4,1,13,30,29.4,753,838,120,9.5
1991,4,1,14,30,29.2,693,902,86,8.8
1991,4,1,15,30,28.4,563,923,63,8
1991,4,1,16,30,27.3,363,810,60,7
1991,4,1,17,30,26.3,141,310,57,5.1
1991,4,1,18,30,24.6,7,2,4,5.1
1991,4,1,19,30,23.3,0,0,0,4.4
1991,4,1,20,30,21.6,0,0,0,5.1
1991,4,1,21,30,21.2,0,0,0,3.6
1991,4,1,22,30,20.4,0,0,0,3.4
1991,4,1,23,30,20.2,0,0,0,3.1
1991,4,2,0,30,19.1,0,0,0,2.5
1991,4,2,1,30,18.4,0,0,0,2.2
1991,4,2,2,30,18,0,0,0,1
1991,4,2,3,30,17.5,0,0,0,1.8
1991,4,2,4,30,17.4,0,0,0,1.7
1991,4,2,5,30,17.3,0,0,0,2.1
1991,4,2,6,30,18.1,5,1,4,1.9
1991,4,2,7,30,18.8,100,94,81,2.2
1991,4,2,8,30,19.8,265,271,163,3.1
1991,4,2,9,30,20.3,418,375,216,2.9
1991,4,2,10,30,20.7,523,379,269,3.1
1991,4,2,11,30,20.7,576,344,317,2.6
1991,4,2,12,30,20.8,591,327,336,3
1991,4,2,13,30,20.3,576,346,316,2.7
1991,4,2,14,30,19.9,523,382,268,2.1
1991,4,2,15,30,19.1,418,379,214,1.7
1991,4,2,16,30,18.6,265,276,162,1.1
1991,4,2,17,30,18.5,100,95,80,1
1991,4,2,18,30,18.1,5,1,4,0.2
1991,4,2,19,30,18.1,0,0,0,0
1991,4,2,20,30,17.4,0,0,0,0
1991,4,2,21,30,18.1,0,0,0,0
1991,4,2,22,30,17.9,0,0,0,0
1991,4,2,23,30,18,0,0,0,0
1991,4,3,0,30,16.8,0,0,0,0
1991,4,3,1,30,15.9,0,0,0,0.4
1991,4,3,2,30,15,0,0,0,1
1991,4,3,3,30,14.2,0,0,0,0.7
1991,4,3,4,30,13.8,0,0,0,0
1991,4,3,5,30,13.8,0,0,0,0
1991,4,3,6,30,14.8,6,1,3,0
1991,4,3,7,30,16.2,135,308,54,0.8
1991,4,3,8,30,17.7,357,818,58,2.1
1991,4,3,9,30,19.5,558,934,60,1.2
1991,4,3,10,30,21,688,914,81,1.7
1991,4,3,11,30,22.7,749,850,114,1
1991,4,3,12,30,22.7,765,818,130,3
1991,4,3,13,30,22.8,749,851,113,3.8
1991,4,3,14,30,21.7,688,915,81,5.7
1991,4,3,15,30,21.8,558,936,59,5.1
1991,4,3,16,30,21.1,357,822,57,5.4
1991,4,3,17,30,20.8,135,311,53,4.6
1991,4,3,18,30,20.1,6,1,3,4.9
1991,4,3,19,30,19.9,0,0,0,4.2
1991,4,3,20,30,20.4,0,0,0,3.6
1991,4,3,21,30,19.8,0,0,0,2.2
1991,4,3,22,30,19.6,0,0,0,0
1991,4,3,23,30,18.2,0,0,0,0
1991,4,4,0,30,18.7,0,0,0,0
1991,4,4,1,30,17.8,0,0,0,0
1991,4,4,2,30,17.3,0,0,0,0
1991,4,4,3,30,15.8,0,0,0,0
1991,4,4,4,30,15.2,0,0,0,0
1991,4,4,5,30,15.4,0,0,0,0
1991,4,4,6,30,15.6,5,1,3,0
1991,4,4,7,30,16.7,131,298,54,1.4
1991,4,4,8,30,17.4,350,804,59,2.1
1991,4,4,9,30,20.2,550,922,62,2.6
1991,4,4,10,30,21.9,680,903,84,3.2
1991,4,4,11,30,24.4,740,839,117,4.1
1991,4,4,12,30,24.4,756,807,133,4.5
1991,4,4,13,30,24.7,740,840,116,5.1
1991,4,4,14,30,23.9,680,904,83,5.1
1991,4,4,15,30,23.9,550,924,60,5.8
1991,4,4,16,30,23.1,350,807,58,5.8
1991,4,4,17,30,22.3,131,301,53,5.7
1991,4,4,18,30,21.5,5,1,3,5
1991,4,4,19,30,21,0,0,0,4.2
1991,4,4,20,30,21.3,0,0,0,3.6
1991,4,4,21,30,20.4,0,0,0,2.3
1991,4,4,22,30,20.1,0,0,0,0
1991,4,4,23,30,18.7,0,0,0,0
1991,4,5,0,30,18.9,0,0,0,0
1991,4,5,1,30,18.1,0,0,0,0
1991,4,5,2,30,17.8,0,0,0,0
1991,4,5,3,30,16.4,0,0,0,0
1991,4,5,4,30,16,0,0,0,0.3
1991,4,5,5,30,16,0,0,0,1
1991,4,5,6,30,16.6,3,1,3,1
1991,4,5,7,30,17.6,99,113,74,1.3
1991,4,5,8,30,18.6,272,355,143,1
1991,4,5,9,30,20.6,433,478,181,1.7
1991,4,5,10,30,22.1,542,478,229,1.8
1991,4,5,11,30,23.7,596,433,277,2.1
1991,4,5,12,30,23.9,611,411,296,1.6
1991,4,5,13,30,24.1,596,434,276,1.4
1991,4,5,14,30,23.7,542,480,227,1
1991,4,5,15,30,23.1,433,482,179,0
1991,4,5,16,30,22.2,272,360,141,0
1991,4,5,17,30,21.2,99,115,74,0
1991,4,5,18,30,20.6,3,1,3,0
1991,4,5,19,30,20.1,0,0,0,0
1991,4,5,20,30,19.8,0,0,0,0
1991,4,5,21,30,19.4,0,0,0,0
1991,4,5,22,30,19.1,0,0,0,0
1991,4,5,23,30,18.6,0,0,0,0
1991,4,6,0,30,18.1,0,0,0,0
1991,4,6,1,30,17.5,0,0,0,0
1991,4,6,2,30,17.4,0,0,0,0
1991,4,6,3,30,16.7,0,0,0,0
1991,4,6,4,30,16.8,0,0,0,0
1991,4,6,5,30,16.7,0,0,0,0
1991,4,6,6,30,18.5,4,1,2,0
1991,4,6,7,30,19.9,123,289,52,0
1991,4,6,8,30,22,341,795,59,0.5
1991,4,6,9,30,23.2,540,917,61,1.1
1991,4,6,10,30,24.5,669,898,84,2.4
1991,4,6,11,30,25.7,729,835,116,3.1
1991,4,6,12,30,25.8,745,803,133,5
1991,4,6,13,30,25.6,729,836,116,5.8
1991,4,6,14,30,24.5,669,900,83,6.2
1991,4,6,15,30,24.3,540,919,60,6
1991,4,6,16,30,23.4,341,799,58,5.2
1991,4,6,17,30,22.9,123,292,51,4.6
1991,4,6,18,30,22.2,4,1,2,2.6
1991,4,6,19,30,21.9,0,0,0,0
1991,4,6,20,30,22.1,0,0,0,0
1991,4,6,21,30,21.8,0,0,0,0
1991,4,6,22,30,21.8,0,0,0,0
1991,4,6,23,30,21.2,0,0,0,0
1991,4,7,0,30,21.1,0,0,0,0
1991,4,7,1,30,20.5,0,0,0,2.3
1991,4,7,2,30,19.9,0,0,0,3.6
1991,4,7,3,30,19.3,0,0,0,3.6
1991,4,7,4,30,19,0,0,0,3.6
1991,4,7,5,30,19.3,0,0,0,3.1
1991,4,7,6,30,19.5,2,1,2,2.5
1991,4,7,7,30,20.3,74,44,66,1.7
1991,4,7,8,30,21.1,211,120,168,1
1991,4,7,9,30,22.2,344,183,249,0.8
1991,4,7,10,30,23,438,195,311,0.9
1991,4,7,11,30,23.4,487,182,355,1
1991,4,7,12,30,23.4,502,174,370,2.2
1991,4,7,13,30,23,487,183,354,3.1
1991,4,7,14,30,22.2,438,197,310,4.6
1991,4,7,15,30,21.3,344,186,247,4.5
1991,4,7,16,30,20.4,211,123,167,4.8
1991,4,7,17,30,19.9,74,46,66,4.6
1991,4,7,18,30,19.4,2,1,2,4.4
1991,4,7,19,30,19.2,0,0,0,3.9
1991,4,7,20,30,19.3,0,0,0,2.6
1991,4,7,21,30,19.5,0,0,0,3.4
1991,4,7,22,30,19.6,0,0,0,3.5
1991,4,7,23,30,19.3,0,0,0,5.1
1991,4,8,0,30,19.2,0,0,0,4.5
1991,4,8,1,30,18.8,0,0,0,4.9
1991,4,8,2,30,18.6,0,0,0,5.1
1991,4,8,3,30,17.9,0,0,0,5.3
1991,4,8,4,30,17.6,0,0,0,5.1
1991,4,8,5,30,17.4,0,0,0,4.1
1991,4,8,6,30,18.1,1,0,1,4
1991,4,8,7,30,18.8,68,35,63,3.4
1991,4,8,8,30,20.1,199,96,165,3.1
1991,4,8,9,30,20.9,327,149,250,2.5
1991,4,8,10,30,21.9,418,162,314,2.4
1991,4,8,11,30,22.5,467,152,357,3.1
1991,4,8,12,30,23.1,482,146,372,2.9
1991,4,8,13,30,23.1,467,153,356,3.4
1991,4,8,14,30,22.8,418,163,313,3.1
1991,4,8,15,30,22.1,327,151,249,3.9
1991,4,8,16,30,21.4,199,98,165,3.9
1991,4,8,17,30,20.7,68,36,63,3.6
1991,4,8,18,30,20.2,1,0,1,3.3
1991,4,8,19,30,19.9,0,0,0,2.8
1991,4,8,20,30,19.8,0,0,0,3.1
1991,4,8,21,30,19.9,0,0,0,1.8
1991,4,8,22,30,19.9,0,0,0,1.5
1991,4,8,23,30,19.8,0,0,0,0.5
1991,4,9,0,30,19.7,0,0,0,1
1991,4,9,1,30,19.4,0,0,0,0.6
1991,4,9,2,30,19.2,0,0,0,0.5
1991,4,9,3,30,18.6,0,0,0,0
1991,4,9,4,30,18.5,0,0,0,0
1991,4,9,5,30,18.4,0,0,0,0
1991,4,9,6,30,19,2,0,1,0
1991,4,9,7,30,19.6,100,69,61,0
1991,4,9,8,30,20.5,292,563,98,0
1991,4,9,9,30,21.5,470,704,112,0
1991,4,9,10,30,22.3,589,694,146,2.3
1991,4,9,11,30,22.9,647,635,188,3.1
1991,4,9,12,30,23.1,662,605,208,3.7
1991,4,9,13,30,23,647,636,187,4
1991,4,9,14,30,22.6,589,697,144,4.6
1991,4,9,15,30,21.9,470,707,110,3.6
1991,4,9,16,30,21.2,292,568,96,2.9
1991,4,9,17,30,20.5,100,69,60,1.5
1991,4,9,18,30,20.1,2,0,1,1.2
1991,4,9,19,30,19.8,0,0,0,0
1991,4,9,20,30,19.6,0,0,0,0
1991,4,9,21,30,19.6,0,0,0,0
1991,4,9,22,30,19.5,0,0,0,0
1991,4,9,23,30,19.2,0,0,0,0
1991,4,10,0,30,18.6,0,0,0,0
1991,4,10,1,30,18,0,0,0,0
1991,4,10,2,30,18,0,0,0,0
1991,4,10,3,30,16.9,0,0,0,0
1991,4,10,4,30,16.8,0,0,0,0
1991,4,10,5,30,16.1,0,0,0,0
1991,4,10,6,30,17.7,1,0,1,0
1991,4,10,7,30,18.7,76,61,64,0
1991,4,10,8,30,20.5,225,198,157,0
1991,4,10,9,30,21.3,369,293,221,0
1991,4,10,10,30,22.6,470,304,277,1.9
1991,4,10,11,30,23.6,522,278,322,3.6
1991,4,10,12,30,23.9,537,264,340,3.3
1991,4,10,13,30,23.9,522,279,322,3.7
1991,4,10,14,30,23.2,470,306,276,3.1
1991,4,10,15,30,22.8,369,296,219,3.6
1991,4,10,16,30,22,225,202,156,3.1
1991,4,10,17,30,21.1,76,62,64,2.6
1991,4,10,18,30,20.3,1,0,1,1.5
1991,4,10,19,30,19.6,0,0,0,0
1991,4,10,20,30,19.5,0,0,0,0
1991,4,10,21,30,18.6,0,0,0,0
1991,4,10,22,30,18,0,0,0,0
1991,4,10,23,30,16.8,0,0,0,0
1991,4,11,0,30,16.8,0,0,0,0
1991,4,11,1,30,16,0,0,0,0
1991,4,11,2,30,16.1,0,0,0,0
1991,4,11,3,30,15,0,0,0,0
1991,4,11,4,30,14.9,0,0,0,0
1991,4,11,5,30,14.8,0,0,0,0
1991,4,11,6,30,15.9,1,0,1,0
1991,4,11,7,30,17,106,63,47,0.2
1991,4,11,8,30,18,317,770,59,1
1991,4,11,9,30,19.8,513,902,61,1
1991,4,11,10,30,21.1,642,886,83,1.7
1991,4,11,11,30,23.2,702,822,116,2.6
1991,4,11,12,30,22.9,718,790,132,3.6
1991,4,11,13,30,23.2,702,823,115,4.4
1991,4,11,14,30,22.3,642,887,82,4.1
1991,4,11,15,30,22.6,513,904,60,5.2
1991,4,11,16,30,22,317,774,58,5.1
1991,4,11,17,30,20.9,106,63,46,5.7
1991,4,11,18,30,20.6,1,0,1,4.2
1991,4,11,19,30,19.9,0,0,0,3.6
1991,4,11,20,30,20.9,0,0,0,3.1
1991,4,11,21,30,18.6,0,0,0,2.6
1991,4,11,22,30,17.9,0,0,0,2.3
1991,4,11,23,30,15.2,0,0,0,1
1991,4,12,0,30,16.3,0,0,0,1.9
1991,4,12,1,30,15.5,0,0,0,1.9
1991,4,12,2,30,15.7,0,0,0,3.1
1991,4,12,3,30,14.3,0,0,0,1.9
1991,4,12,4,30,14.2,0,0,0,1.9
1991,4,12,5,30,14.8,0,0,0,1.5
1991,4,12,6,30,15.2,1,0,0,1.7
1991,4,12,7,30,16.3,99,60,50,1.6
1991,4,12,8,30,16.8,301,697,71,1
1991,4,12,9,30,19,491,836,76,1.8
1991,4,12,10,30,20.3,616,822,101,2.1
1991,4,12,11,30,21.8,675,760,137,3.1
1991,4,12,12,30,21.8,691,728,155,2.8
1991,4,12,13,30,22,675,761,136,3.1
1991,4,12,14,30,21.8,616,824,100,3.1
1991,4,12,15,30,21.5,491,838,74,3.1
1991,4,12,16,30,21,301,701,69,2.8
1991,4,12,17,30,20.4,99,60,49,2.1
1991,4,12,18,30,20.2,1,0,0,1.6
1991,4,12,19,30,19.8,0,0,0,0
1991,4,12,20,30,19.8,0,0,0,0
1991,4,12,21,30,19.1,0,0,0,0
1991,4,12,22,30,18.6,0,0,0,0
1991,4,12,23,30,17.5,0,0,0,0
1991,4,13,0,30,17.2,0,0,0,0
1991,4,13,1,30,16.4,0,0,0,0
1991,4,13,2,30,16,0,0,0,0
1991,4,13,3,30,15,0,0,0,0
1991,4,13,4,30,14.8,0,0,0,0
1991,4,13,5,30,15.2,0,0,0,0
1991,4,13,6,30,16,1,0,0,0
1991,4,13,7,30,17.2,100,58,44,1.1
1991,4,13,8,30,18.2,309,770,58,2.6
1991,4,13,9,30,20.3,505,905,59,2.1
1991,4,13,10,30,21.7,634,889,81,2.7
1991,4,13,11,30,23.3,694,826,113,2.6
1991,4,13,12,30,23.3,710,794,129,3.9
1991,4,13,13,30,23.4,694,827,112,4.4
1991,4,13,14,30,22.9,634,891,80,4.6
1991,4,13,15,30,22.6,505,907,58,4.6
1991,4,13,16,30,21.9,309,774,56,4.3
