Year,Month,Day,Hour,Min,Temp,ghi,dni,dhi,WS
1991,1,1,0,30,22.8,0,0,0,1.9
1991,1,1,1,30,23.1,0,0,0,1.6
1991,1,1,2,30,22.8,0,0,0,3.2
1991,1,1,3,30,23,0,0,0,3.9
1991,1,1,4,30,23.3,0,0,0,7.2
1991,1,1,5,30,24,12,5,12,4.1
1991,1,1,6,30,24.8,102,31,95,3.7
1991,1,1,7,30,25.4,246,93,207,0.5
1991,1,1,8,30,27,402,167,302,2.2
1991,1,1,9,30,28,534,207,377,1.5
1991,1,1,10,30,29.5,624,209,441,1.5
1991,1,1,11,30,28.9,672,195,487,0.7
1991,1,1,12,30,28.6,687,187,503,0.6
1991,1,1,13,30,27.4,672,196,486,1.5
1991,1,1,14,30,27.1,624,211,439,1.1
1991,1,1,15,30,26,534,210,375,1.5
1991,1,1,16,30,25.1,402,170,300,1.5
1991,1,1,17,30,24.3,246,96,206,2.1
1991,1,1,18,30,23.7,102,32,94,2.3
1991,1,1,19,30,23.7,12,5,12,2.1
1991,1,1,20,30,23.3,0,0,0,2.5
1991,1,1,21,30,23.3,0,0,0,2.5
1991,1,1,22,30,23.2,0,0,0,2.6
1991,1,1,23,30,23.2,0,0,0,2.4
1991,1,2,0,30,22.9,0,0,0,2.2
1991,1,2,1,30,22.3,0,0,0,2.6
1991,1,2,2,30,22.2,0,0,0,1.8
1991,1,2,3,30,22,0,0,0,1.5
1991,1,2,4,30,22.6,0,0,0,1
1991,1,2,5,30,22.7,17,8,16,1
1991,1,2,6,30,23.6,146,165,105,0
1991,1,2,7,30,24.4,351,484,147,0
1991,1,2,8,30,25.9,565,697,147,0
1991,1,2,9,30,27.1,738,759,164,1.4
1991,1,2,10,30,28,849,733,206,3.1
1991,1,2,11,30,28.5,903,681,254,2.7
1991,1,2,12,30,28.7,918,656,275,3.5
1991,1,2,13,30,28.4,903,682,253,3.6
1991,1,2,14,30,27.9,849,735,204,4.9
1991,1,2,15,30,27.3,738,763,162,5.2
1991,1,2,16,30,26.9,565,702,144,5.7
1991,1,2,17,30,26.1,351,491,144,4.9
1991,1,2,18,30,25.7,146,168,103,4.3
1991,1,2,19,30,25,17,8,15,2.6
1991,1,2,20,30,25.2,0,0,0,2.8
1991,1,2,21,30,25.1,0,0,0,2
1991,1,2,22,30,25,0,0,0,2.6
1991,1,2,23,30,24.5,0,0,0,1
1991,1,3,0,30,24.1,0,0,0,0
1991,1,3,1,30,24,0,0,0,0
1991,1,3,2,30,23.6,0,0,0,0
1991,1,3,3,30,23.5,0,0,0,0
1991,1,3,4,30,23.3,0,0,0,0
1991,1,3,5,30,24.4,20,8,16,0
1991,1,3,6,30,25.3,171,285,86,1
1991,1,3,7,30,26.7,409,790,79,1.5
1991,1,3,8,30,27.6,656,993,63,2.4
1991,1,3,9,30,28.6,853,1039,68,3.3
1991,1,3,10,30,29.6,975,1008,91,5.1
1991,1,3,11,30,29.6,1032,955,122,5.4
1991,1,3,12,30,29.5,1047,929,137,6.4
1991,1,3,13,30,28.5,1032,956,121,6.7
1991,1,3,14,30,28.2,975,1009,90,7.9
1991,1,3,15,30,27.3,853,1041,67,8.2
1991,1,3,16,30,26.7,656,995,61,7.7
1991,1,3,17,30,25.7,409,795,77,7.7
1991,1,3,18,30,25.2,171,289,85,7
1991,1,3,19,30,24.9,20,8,16,7.2
1991,1,3,20,30,24.6,0,0,0,4.9
1991,1,3,21,30,24.3,0,0,0,3.8
1991,1,3,22,30,23.8,0,0,0,2.1
1991,1,3,23,30,23.5,0,0,0,1.6
1991,1,4,0,30,22.9,0,0,0,0
1991,1,4,1,30,22.5,0,0,0,0
1991,1,4,2,30,21.8,0,0,0,0
1991,1,4,3,30,21.8,0,0,0,0
1991,1,4,4,30,21.9,0,0,0,0.5
1991,1,4,5,30,23.1,19,8,16,0
1991,1,4,6,30,24.5,166,261,90,0
1991,1,4,7,30,26.7,398,739,90,0
1991,1,4,8,30,28,640,947,74,0
1991,1,4,9,30,29.7,832,997,80,2
1991,1,4,10,30,30.3,952,966,106,3.6
1991,1,4,11,30,31.5,1009,912,140,4.2
1991,1,4,12,30,31.6,1024,886,157,5.3
1991,1,4,13,30,31.3,1009,913,139,5.7
1991,1,4,14,30,30,952,967,105,7.2
1991,1,4,15,30,28.8,832,999,79,7.6
1991,1,4,16,30,27.8,640,950,72,8.2
1991,1,4,17,30,26.5,398,744,88,7.1
1991,1,4,18,30,25.6,166,265,89,6.2
1991,1,4,19,30,24.7,19,8,16,4.6
1991,1,4,20,30,24.7,0,0,0,3.7
1991,1,4,21,30,24.6,0,0,0,2.5
1991,1,4,22,30,24.6,0,0,0,2.1
1991,1,4,23,30,24.4,0,0,0,0.8
1991,1,5,0,30,24.6,0,0,0,0
1991,1,5,1,30,24.8,0,0,0,0
1991,1,5,2,30,25.4,0,0,0,0
1991,1,5,3,30,26,0,0,0,2.4
1991,1,5,4,30,27.2,0,0,0,4.6
1991,1,5,5,30,28.2,11,5,11,4.2
1991,1,5,6,30,29.6,99,30,93,4.7
1991,1,5,7,30,30.2,243,91,205,4.1
1991,1,5,8,30,32.3,399,164,301,4.6
1991,1,5,9,30,33.1,531,205,377,4.2
1991,1,5,10,30,34.9,621,206,441,3.1
1991,1,5,11,30,33.2,669,192,486,3.4
1991,1,5,12,30,32.3,684,185,503,3.3
1991,1,5,13,30,29.6,669,193,485,5.1
1991,1,5,14,30,29.1,621,208,439,3.7
1991,1,5,15,30,27.2,531,207,375,4
1991,1,5,16,30,25.9,399,168,299,3.1
1991,1,5,17,30,23.9,243,94,204,4
1991,1,5,18,30,22.9,99,31,92,3.5
1991,1,5,19,30,22.5,11,5,11,2.1
1991,1,5,20,30,22.1,0,0,0,1.4
1991,1,5,21,30,22.2,0,0,0,0
1991,1,5,22,30,21.9,0,0,0,0
1991,1,5,23,30,22.4,0,0,0,0
1991,1,6,0,30,22.1,0,0,0,0
1991,1,6,1,30,22.1,0,0,0,0
1991,1,6,2,30,21,0,0,0,0
1991,1,6,3,30,20.4,0,0,0,2.9
1991,1,6,4,30,19.4,0,0,0,3.1
1991,1,6,5,30,19.9,15,7,14,6.8
1991,1,6,6,30,20.1,132,117,105,8.3
1991,1,6,7,30,21.8,320,344,176,10.3
1991,1,6,8,30,21.6,519,536,199,9.1
1991,1,6,9,30,22.7,682,602,228,8.5
1991,1,6,10,30,22.4,787,582,278,8.2
1991,1,6,11,30,24.6,840,536,330,6.2
1991,1,6,12,30,25.3,855,514,352,4.9
1991,1,6,13,30,26.2,840,537,329,2.1
1991,1,6,14,30,25.6,787,585,276,3.4
1991,1,6,15,30,25.3,682,607,225,3.3
1991,1,6,16,30,25.4,519,542,196,4.6
1991,1,6,17,30,24.2,320,350,174,3.7
1991,1,6,18,30,23.5,132,120,104,4
1991,1,6,19,30,21.8,15,7,13,4.1
1991,1,6,20,30,21.9,0,0,0,3.7
1991,1,6,21,30,21,0,0,0,3.2
1991,1,6,22,30,20.2,0,0,0,2.1
1991,1,6,23,30,19.2,0,0,0,1.9
1991,1,7,0,30,18.5,0,0,0,0
1991,1,7,1,30,18.9,0,0,0,0
1991,1,7,2,30,17.7,0,0,0,0
1991,1,7,3,30,17.8,0,0,0,0
1991,1,7,4,30,17.2,0,0,0,0.5
1991,1,7,5,30,19.2,18,7,15,0.3
1991,1,7,6,30,20.4,161,249,90,0.8
1991,1,7,7,30,21.9,391,718,94,2.1
1991,1,7,8,30,23.3,631,930,78,1.8
1991,1,7,9,30,24.6,823,981,85,2.2
1991,1,7,10,30,26.6,943,950,112,0.5
1991,1,7,11,30,26.3,999,895,147,2.6
1991,1,7,12,30,26.5,1014,869,164,2.8
1991,1,7,13,30,25.4,999,896,147,4.1
1991,1,7,14,30,25.9,943,951,111,3.4
1991,1,7,15,30,25.2,823,983,83,3.8
1991,1,7,16,30,24.7,631,933,76,5.1
1991,1,7,17,30,23.8,391,723,91,4.6
1991,1,7,18,30,23.3,161,253,89,4.7
1991,1,7,19,30,23,18,7,15,3.1
1991,1,7,20,30,22.8,0,0,0,4.1
1991,1,7,21,30,22.7,0,0,0,3.4
1991,1,7,22,30,23,0,0,0,2.6
1991,1,7,23,30,22.7,0,0,0,1.9
1991,1,8,0,30,22.5,0,0,0,1.4
1991,1,8,1,30,21.5,0,0,0,1.5
1991,1,8,2,30,21.8,0,0,0,0.6
1991,1,8,3,30,21.4,0,0,0,0
1991,1,8,4,30,21.7,0,0,0,0
1991,1,8,5,30,21.2,6,1,6,0
1991,1,8,6,30,21.5,58,4,57,1
1991,1,8,7,30,21.8,147,10,143,1.5
1991,1,8,8,30,22.4,250,19,239,1.8
1991,1,8,9,30,22.9,344,25,325,2.2
1991,1,8,10,30,23.4,416,29,390,2.6
1991,1,8,11,30,23.4,459,30,430,2.7
1991,1,8,12,30,23.2,473,30,443,2.7
1991,1,8,13,30,22.3,459,30,430,2.6
1991,1,8,14,30,22.3,416,30,390,2.5
1991,1,8,15,30,21.8,344,26,325,2.2
1991,1,8,16,30,21.7,250,19,239,2.1
1991,1,8,17,30,20.9,147,11,143,1.7
1991,1,8,18,30,20.7,58,4,57,1.5
1991,1,8,19,30,21.1,6,1,6,1
1991,1,8,20,30,20.8,0,0,0,1.2
1991,1,8,21,30,21,0,0,0,1.1
1991,1,8,22,30,19.9,0,0,0,1.5
1991,1,8,23,30,20.9,0,0,0,1.1
1991,1,9,0,30,20.6,0,0,0,0
1991,1,9,1,30,21,0,0,0,0
1991,1,9,2,30,19.7,0,0,0,0
1991,1,9,3,30,19.4,0,0,0,0
1991,1,9,4,30,19.2,0,0,0,0
1991,1,9,5,30,19.6,14,6,13,0
1991,1,9,6,30,20.2,135,136,102,0
1991,1,9,7,30,20.9,331,407,162,0
1991,1,9,8,30,22.3,538,615,173,0
1991,1,9,9,30,23.4,707,680,195,2.4
1991,1,9,10,30,24.6,815,657,241,3.6
1991,1,9,11,30,25.2,868,606,292,4.2
1991,1,9,12,30,25.6,883,582,314,4.8
1991,1,9,13,30,25.4,868,608,290,5.1
1991,1,9,14,30,25.3,815,659,239,5.5
1991,1,9,15,30,24.9,707,684,192,5.7
1991,1,9,16,30,24.8,538,620,169,6.2
1991,1,9,17,30,24,331,414,159,5.7
1991,1,9,18,30,23.7,135,139,102,5.7
1991,1,9,19,30,23.2,14,6,13,5.1
1991,1,9,20,30,23.4,0,0,0,5.4
1991,1,9,21,30,23.2,0,0,0,5.1
1991,1,9,22,30,22.9,0,0,0,4.6
1991,1,9,23,30,22.8,0,0,0,3.9
1991,1,10,0,30,22.5,0,0,0,3.1
1991,1,10,1,30,22.5,0,0,0,2.6
1991,1,10,2,30,21.9,0,0,0,1.3
1991,1,10,3,30,21.8,0,0,0,0
1991,1,10,4,30,21.8,0,0,0,0
1991,1,10,5,30,22.6,11,6,11,0
1991,1,10,6,30,23.5,110,55,98,0
1991,1,10,7,30,24.8,273,173,202,0
1991,1,10,8,30,25.8,449,299,271,0
1991,1,10,9,30,26.8,595,357,327,2.6
1991,1,10,10,30,26.6,692,350,386,4.6
1991,1,10,11,30,27.7,742,321,437,4.5
1991,1,10,12,30,27.4,756,307,457,5.1
1991,1,10,13,30,28.6,742,323,435,5.7
1991,1,10,14,30,25.6,692,353,384,5.4
1991,1,10,15,30,24.4,595,361,324,5.2
1991,1,10,16,30,21.3,449,304,268,2.6
1991,1,10,17,30,22.5,273,177,200,4.4
1991,1,10,18,30,22.1,110,57,97,4
1991,1,10,19,30,22.9,11,6,11,6.7
1991,1,10,20,30,22.1,0,0,0,3.1
1991,1,10,21,30,22.4,0,0,0,0
1991,1,10,22,30,23.1,0,0,0,0
1991,1,10,23,30,22.9,0,0,0,0
1991,1,11,0,30,22.7,0,0,0,1
1991,1,11,1,30,21.7,0,0,0,0.5
1991,1,11,2,30,21.8,0,0,0,0
1991,1,11,3,30,21.6,0,0,0,0
1991,1,11,4,30,21.7,0,0,0,0
1991,1,11,5,30,22.4,11,6,11,0
1991,1,11,6,30,23.5,110,57,97,0
1991,1,11,7,30,25.9,274,178,201,0
1991,1,11,8,30,26.8,451,308,268,0
1991,1,11,9,30,28.5,598,366,323,2.7
1991,1,11,10,30,29,695,359,382,3.6
1991,1,11,11,30,30.7,745,329,433,4.1
1991,1,11,12,30,30.8,760,315,453,4.3
1991,1,11,13,30,30.5,745,331,431,4.1
1991,1,11,14,30,29.5,695,362,380,3.6
1991,1,11,15,30,28.4,598,370,320,2.9
1991,1,11,16,30,27.7,451,313,265,2.1
1991,1,11,17,30,26.3,274,182,199,1.5
1991,1,11,18,30,25.6,110,59,97,1
1991,1,11,19,30,25,11,6,11,1
1991,1,11,20,30,25,0,0,0,0.6
1991,1,11,21,30,24.9,0,0,0,0
1991,1,11,22,30,24.3,0,0,0,0
1991,1,11,23,30,24,0,0,0,0
1991,1,12,0,30,23.4,0,0,0,0.2
1991,1,12,1,30,23.1,0,0,0,0.5
1991,1,12,2,30,22.1,0,0,0,0.1
1991,1,12,3,30,21.8,0,0,0,0
1991,1,12,4,30,22.1,0,0,0,0
1991,1,12,5,30,22.3,8,3,8,0
1991,1,12,6,30,23.3,83,17,80,0
1991,1,12,7,30,23.5,211,50,190,0
1991,1,12,8,30,26,351,92,297,0
1991,1,12,9,30,27.3,473,118,384,1.7
1991,1,12,10,30,29.3,558,123,450,3.1
1991,1,12,11,30,28.6,604,117,493,3.2
1991,1,12,12,30,28.4,618,113,508,3.7
1991,1,12,13,30,27.5,604,118,492,4.1
1991,1,12,14,30,26.4,558,124,449,4.2
1991,1,12,15,30,24.9,473,120,383,4
1991,1,12,16,30,22.8,351,94,296,3.1
1991,1,12,17,30,22.4,211,51,190,3.2
1991,1,12,18,30,21.7,83,18,79,2.8
1991,1,12,19,30,22,8,3,8,2.6
1991,1,12,20,30,21.3,0,0,0,2.1
1991,1,12,21,30,21.4,0,0,0,2
1991,1,12,22,30,21.5,0,0,0,2.6
1991,1,12,23,30,21.5,0,0,0,2
1991,1,13,0,30,21.4,0,0,0,2.1
1991,1,13,1,30,20.8,0,0,0,1.5
1991,1,13,2,30,20.7,0,0,0,2
1991,1,13,3,30,20.5,0,0,0,1.8
1991,1,13,4,30,20.6,0,0,0,1
1991,1,13,5,30,20.8,12,5,11,0.8
1991,1,13,6,30,21.5,123,105,100,0.4
1991,1,13,7,30,22.5,309,320,177,1
1991,1,13,8,30,23.9,507,510,205,0
1991,1,13,9,30,25.2,669,577,237,0
1991,1,13,10,30,26.6,774,558,288,0
1991,1,13,11,30,27.2,826,513,340,0
1991,1,13,12,30,27.7,841,491,363,2.1
1991,1,13,13,30,27.3,826,514,339,3.1
1991,1,13,14,30,27.2,774,561,286,3.7
1991,1,13,15,30,26.6,669,581,234,4.3
1991,1,13,16,30,26,507,515,202,4.1
1991,1,13,17,30,25.2,309,326,175,4.7
1991,1,13,18,30,24.6,123,109,99,4.6
1991,1,13,19,30,24.3,12,5,11,5.7
1991,1,13,20,30,24,0,0,0,3.9
1991,1,13,21,30,23.8,0,0,0,3.4
1991,1,13,22,30,23.6,0,0,0,1.5
1991,1,13,23,30,23.1,0,0,0,2.3
1991,1,14,0,30,22.8,0,0,0,1.7
1991,1,14,1,30,22.4,0,0,0,1.5
1991,1,14,2,30,22.2,0,0,0,0.6
1991,1,14,3,30,22.2,0,0,0,0
1991,1,14,4,30,22.3,0,0,0,0
1991,1,14,5,30,23,13,5,12,0
1991,1,14,6,30,23.9,141,180,95,0
1991,1,14,7,30,25.2,354,559,126,0
1991,1,14,8,30,26.4,579,783,118,0
1991,1,14,9,30,27.6,760,843,130,1.8
1991,1,14,10,30,28.9,875,814,167,2.6
1991,1,14,11,30,29.4,930,759,211,3.9
1991,1,14,12,30,29.7,945,733,231,4.6
1991,1,14,13,30,29.2,930,761,210,5.1
1991,1,14,14,30,29.2,875,816,165,5.1
1991,1,14,15,30,28.6,760,846,128,4.7
1991,1,14,16,30,28,579,787,115,4.6
1991,1,14,17,30,27,354,566,123,3.3
1991,1,14,18,30,26.4,141,184,94,2.5
1991,1,14,19,30,26.1,13,5,12,1.5
1991,1,14,20,30,25.5,0,0,0,1.5
1991,1,14,21,30,25.1,0,0,0,1.3
1991,1,14,22,30,24.4,0,0,0,1
1991,1,14,23,30,24.4,0,0,0,1.8
1991,1,15,0,30,24,0,0,0,2
1991,1,15,1,30,23.8,0,0,0,2.6
1991,1,15,2,30,23.3,0,0,0,1.9
1991,1,15,3,30,23.2,0,0,0,1.5
1991,1,15,4,30,23.5,0,0,0,1
1991,1,15,5,30,23.6,9,4,9,0.6
1991,1,15,6,30,24.2,102,46,92,0
1991,1,15,7,30,24.4,259,144,200,0
1991,1,15,8,30,25.9,430,256,279,0
1991,1,15,9,30,26.8,573,310,342,0.9
1991,1,15,10,30,28.1,668,305,403,1.5
1991,1,15,11,30,28,718,281,452,2.1
1991,1,15,12,30,28.2,732,269,471,2.6
1991,1,15,13,30,27.8,718,282,451,3.1
1991,1,15,14,30,27.6,668,308,401,2.8
1991,1,15,15,30,27,573,313,339,2.5
1991,1,15,16,30,26.1,430,260,276,2.1
1991,1,15,17,30,25.5,259,148,199,1.6
1991,1,15,18,30,24.8,102,47,92,1.2
1991,1,15,19,30,24.5,9,4,9,0.5
1991,1,15,20,30,24,0,0,0,1.1
1991,1,15,21,30,23.8,0,0,0,1.4
1991,1,15,22,30,23.9,0,0,0,2.1
1991,1,15,23,30,23.7,0,0,0,2
1991,1,16,0,30,23.6,0,0,0,2.1
1991,1,16,1,30,22.9,0,0,0,2.6
1991,1,16,2,30,23.2,0,0,0,1.7
1991,1,16,3,30,22.9,0,0,0,0
1991,1,16,4,30,23,0,0,0,0
1991,1,16,5,30,22.4,2,0,2,0
1991,1,16,6,30,22.2,25,1,25,0.6
1991,1,16,7,30,22.4,71,1,71,1
1991,1,16,8,30,22.2,132,2,131,1
1991,1,16,9,30,22.3,197,3,194,1.5
1991,1,16,10,30,22,253,4,249,2.6
1991,1,16,11,30,22.5,292,5,287,2.3
1991,1,16,12,30,22.6,305,5,300,2.4
1991,1,16,13,30,22.5,292,5,287,1.5
1991,1,16,14,30,22.3,253,4,249,2
1991,1,16,15,30,21.9,197,3,194,1.4
1991,1,16,16,30,22.1,132,2,131,1
1991,1,16,17,30,21.1,71,1,71,0.2
1991,1,16,18,30,20.7,25,1,25,0
1991,1,16,19,30,19.7,2,0,2,0
1991,1,16,20,30,19.9,0,0,0,0
1991,1,16,21,30,19.6,0,0,0,0
1991,1,16,22,30,19.5,0,0,0,0
1991,1,16,23,30,18.8,0,0,0,0
1991,1,17,0,30,18.6,0,0,0,1.1
1991,1,17,1,30,18.4,0,0,0,1.5
1991,1,17,2,30,18.4,0,0,0,0.9
1991,1,17,3,30,18.6,0,0,0,0
1991,1,17,4,30,18.9,0,0,0,0
1991,1,17,5,30,19.3,3,0,3,0
1991,1,17,6,30,19.9,40,2,39,0
1991,1,17,7,30,20.4,108,4,106,0
1991,1,17,8,30,21.4,190,7,186,0
1991,1,17,9,30,22.2,270,10,263,0.7
1991,1,17,10,30,23.1,334,12,324,1.5
1991,1,17,11,30,23.3,375,13,363,2
1991,1,17,12,30,23.5,389,13,376,2.6
1991,1,17,13,30,23.4,375,13,362,2.6
1991,1,17,14,30,23.4,334,12,324,3.4
1991,1,17,15,30,23.1,270,10,262,3.5
1991,1,17,16,30,22.6,190,7,186,4.1
1991,1,17,17,30,22.3,108,4,106,3.3
1991,1,17,18,30,22,40,2,39,3.1
1991,1,17,19,30,21.9,3,0,3,2.1
1991,1,17,20,30,21.7,0,0,0,2.7
1991,1,17,21,30,21.7,0,0,0,2.5
1991,1,17,22,30,21.7,0,0,0,3.1
1991,1,17,23,30,21.7,0,0,0,1.7
1991,1,18,0,30,21.7,0,0,0,0
1991,1,18,1,30,21.4,0,0,0,0
1991,1,18,2,30,21.4,0,0,0,0
1991,1,18,3,30,21.2,0,0,0,0
1991,1,18,4,30,21.4,0,0,0,0
1991,1,18,5,30,21.3,6,3,6,0
1991,1,18,6,30,21.6,74,13,71,0
1991,1,18,7,30,22,193,37,178,0
1991,1,18,8,30,22.7,326,68,286,0
1991,1,18,9,30,23.4,443,89,377,0
1991,1,18,10,30,23.8,525,94,444,0
1991,1,18,11,30,24.9,571,91,486,0
1991,1,18,12,30,25.4,585,88,500,2.1
1991,1,18,13,30,26.4,571,91,485,3.6
1991,1,18,14,30,25.7,525,95,443,2.4
1991,1,18,15,30,25.5,443,91,375,2.1
1991,1,18,16,30,24.6,326,69,286,1
1991,1,18,17,30,24.7,193,38,178,1.1
1991,1,18,18,30,24.2,74,13,71,0
1991,1,18,19,30,23.8,6,3,6,0
1991,1,18,20,30,23.2,0,0,0,0
1991,1,18,21,30,22.7,0,0,0,0
1991,1,18,22,30,22.4,0,0,0,0
1991,1,18,23,30,22,0,0,0,0
1991,1,19,0,30,21.8,0,0,0,0
1991,1,19,1,30,21.7,0,0,0,0
1991,1,19,2,30,21.5,0,0,0,0
1991,1,19,3,30,21.5,0,0,0,0
1991,1,19,4,30,21.5,0,0,0,0
1991,1,19,5,30,22.3,9,3,8,0
1991,1,19,6,30,23,109,74,93,0
1991,1,19,7,30,23.9,283,238,187,0
1991,1,19,8,30,24.8,471,402,236,0
1991,1,19,9,30,25.8,626,468,279,1.6
1991,1,19,10,30,27.1,728,454,335,3.1
1991,1,19,11,30,27.2,780,416,388,3.3
1991,1,19,12,30,27.6,795,397,409,4.2
1991,1,19,13,30,26.8,780,417,386,5.1
1991,1,19,14,30,27.6,728,457,333,5.6
1991,1,19,15,30,27.3,626,472,276,5.9
1991,1,19,16,30,27.7,471,407,233,4.6
1991,1,19,17,30,26.6,283,243,185,5.3
1991,1,19,18,30,26.3,109,77,93,4.6
1991,1,19,19,30,25.8,9,3,8,5.1
1991,1,19,20,30,25.7,0,0,0,2.6
1991,1,19,21,30,25.3,0,0,0,0
1991,1,19,22,30,24.8,0,0,0,0
1991,1,19,23,30,24.7,0,0,0,0
1991,1,20,0,30,24.1,0,0,0,0
1991,1,20,1,30,23.5,0,0,0,0
1991,1,20,2,30,22.9,0,0,0,0
1991,1,20,3,30,22.5,0,0,0,1.5
1991,1,20,4,30,23,0,0,0,2.6
1991,1,20,5,30,22.9,8,3,8,3.3
1991,1,20,6,30,23.7,94,38,86,4
1991,1,20,7,30,24.2,246,123,197,5.1
1991,1,20,8,30,25.9,413,223,283,4.9
1991,1,20,9,30,27,553,274,350,4.9
1991,1,20,10,30,28.1,648,272,413,3.1
1991,1,20,11,30,28.5,697,250,461,4.6
1991,1,20,12,30,28.7,712,240,480,4.3
1991,1,20,13,30,28.5,697,251,460,6.7
1991,1,20,14,30,27.9,648,274,411,3.9
1991,1,20,15,30,27.1,553,277,348,3.8
1991,1,20,16,30,26.4,413,227,280,1
1991,1,20,17,30,25.7,246,126,195,3.5
1991,1,20,18,30,25.2,94,40,86,3.2
1991,1,20,19,30,24.8,8,3,8,4.6
1991,1,20,20,30,24.7,0,0,0,2.3
1991,1,20,21,30,24.5,0,0,0,1.8
1991,1,20,22,30,24.3,0,0,0,1
1991,1,20,23,30,24.1,0,0,0,0.9
1991,1,21,0,30,23.6,0,0,0,0
1991,1,21,1,30,22.9,0,0,0,0
1991,1,21,2,30,22.5,0,0,0,0
1991,1,21,3,30,22.1,0,0,0,1.7
1991,1,21,4,30,22.4,0,0,0,3.6
1991,1,21,5,30,22.3,3,1,3,3.1
1991,1,21,6,30,22.9,41,2,40,3.7
1991,1,21,7,30,23.8,112,5,110,3.1
1991,1,21,8,30,24.7,198,8,193,4.4
1991,1,21,9,30,25.6,281,12,272,4.5
1991,1,21,10,30,25.2,347,14,334,5.1
1991,1,21,11,30,26.3,388,15,373,4.2
1991,1,21,12,30,25.9,402,16,387,3.9
1991,1,21,13,30,26.6,388,15,373,3.1
1991,1,21,14,30,24,347,14,334,3.2
1991,1,21,15,30,22.7,281,12,272,2.8
1991,1,21,16,30,20.3,198,9,193,2.6
1991,1,21,17,30,20.5,112,5,110,2
1991,1,21,18,30,19.9,41,2,40,1.5
1991,1,21,19,30,20,3,1,3,1
1991,1,21,20,30,19.4,0,0,0,0.6
1991,1,21,21,30,19.4,0,0,0,0
1991,1,21,22,30,19.4,0,0,0,0
1991,1,21,23,30,19.2,0,0,0,0
1991,1,22,0,30,19,0,0,0,0
1991,1,22,1,30,18.9,0,0,0,0
1991,1,22,2,30,18.5,0,0,0,0
1991,1,22,3,30,18.6,0,0,0,0.4
1991,1,22,4,30,18.9,0,0,0,0.5
1991,1,22,5,30,19.8,10,3,8,0.8
1991,1,22,6,30,21.1,117,113,92,1
1991,1,22,7,30,22,308,369,161,1.5
1991,1,22,8,30,24.1,514,579,178,1.2
1991,1,22,9,30,25.6,683,649,204,1.3
1991,1,22,10,30,27.8,791,626,252,1
1991,1,22,11,30,27.5,845,576,303,1.4
1991,1,22,12,30,27.7,860,552,326,1.6
1991,1,22,13,30,26.7,845,577,302,1.5
1991,1,22,14,30,26.8,791,628,249,2
1991,1,22,15,30,26.1,683,653,201,2.2
1991,1,22,16,30,25.3,514,584,175,3.1
1991,1,22,17,30,24.5,308,376,159,2.2
1991,1,22,18,30,24,117,115,91,2
1991,1,22,19,30,23.9,10,3,8,1
1991,1,22,20,30,23.6,0,0,0,1.2
1991,1,22,21,30,23.5,0,0,0,0
1991,1,22,22,30,23.5,0,0,0,0
1991,1,22,23,30,23.1,0,0,0,0
1991,1,23,0,30,22.9,0,0,0,0
1991,1,23,1,30,22.6,0,0,0,0
1991,1,23,2,30,22.7,0,0,0,0
1991,1,23,3,30,22.6,0,0,0,0
1991,1,23,4,30,22.3,0,0,0,0
1991,1,23,5,30,22.8,1,0,1,0
1991,1,23,6,30,23,14,0,14,1.4
1991,1,23,7,30,23.7,45,0,45,1
1991,1,23,8,30,23.6,91,1,90,1.9
1991,1,23,9,30,23.8,145,1,144,2
1991,1,23,10,30,24.1,196,2,194,3.1
1991,1,23,11,30,23.7,233,3,231,2
1991,1,23,12,30,23.5,247,3,244,2
1991,1,23,13,30,22.5,233,3,231,1.5
1991,1,23,14,30,22.7,196,2,194,2
1991,1,23,15,30,22.4,145,2,144,2.1
1991,1,23,16,30,22.4,91,1,90,2.1
1991,1,23,17,30,22.3,45,1,45,2.1
1991,1,23,18,30,22.5,14,0,14,2
1991,1,23,19,30,23.2,1,0,1,1.5
1991,1,23,20,30,23.2,0,0,0,1.6
1991,1,23,21,30,23.5,0,0,0,1.4
1991,1,23,22,30,23.5,0,0,0,2.1
1991,1,23,23,30,23.7,0,0,0,1.1
1991,1,24,0,30,23.5,0,0,0,1
1991,1,24,1,30,22.8,0,0,0,0.5
1991,1,24,2,30,22.7,0,0,0,0.9
1991,1,24,3,30,22.5,0,0,0,0
1991,1,24,4,30,22.7,0,0,0,0
1991,1,24,5,30,22.5,6,2,6,0
1991,1,24,6,30,22.9,77,20,73,1
1991,1,24,7,30,23.9,209,61,185,3.1
1991,1,24,8,30,24.3,357,114,291,1.2
1991,1,24,9,30,25,484,147,376,0
1991,1,24,10,30,24.8,571,151,442,0
1991,1,24,11,30,26.2,619,142,486,0
1991,1,24,12,30,26.4,633,137,501,2.8
1991,1,24,13,30,26.9,619,142,485,4.1
1991,1,24,14,30,26.4,571,152,441,4.2
1991,1,24,15,30,26.2,484,149,374,4.7
1991,1,24,16,30,26.7,357,117,289,5.1
1991,1,24,17,30,25.9,209,63,185,5.1
1991,1,24,18,30,25.8,77,20,73,4.9
1991,1,24,19,30,24.8,6,2,6,4.6
1991,1,24,20,30,25.7,0,0,0,3.6
1991,1,24,21,30,25.5,0,0,0,2.6
1991,1,24,22,30,25.4,0,0,0,1
1991,1,24,23,30,24.9,0,0,0,0.9
1991,1,25,0,30,24.5,0,0,0,0
1991,1,25,1,30,24.5,0,0,0,0
